Province	Region	Epiyear	Epiweek	n
Bueng Kan	non-BMR	2021	24	5
Bueng Kan	non-BMR	2021	25	3
Bueng Kan	non-BMR	2021	26	11
Bueng Kan	non-BMR	2021	27	28
Bueng Kan	non-BMR	2021	28	61
Bueng Kan	non-BMR	2021	29	105
Bueng Kan	non-BMR	2021	30	239
Bueng Kan	non-BMR	2021	31	448
Bueng Kan	non-BMR	2021	32	317
Bueng Kan	non-BMR	2021	33	220
Bueng Kan	non-BMR	2021	34	148
Bueng Kan	non-BMR	2021	35	49
Bueng Kan	non-BMR	2021	36	51
Bueng Kan	non-BMR	2021	37	28
Bueng Kan	non-BMR	2021	38	20
Bueng Kan	non-BMR	2021	39	17
Bueng Kan	non-BMR	2021	40	43
Bueng Kan	non-BMR	2021	41	40
Bueng Kan	non-BMR	2021	42	46
Bueng Kan	non-BMR	2021	43	74
Bueng Kan	non-BMR	2021	44	67
Bueng Kan	non-BMR	2021	45	75
Bueng Kan	non-BMR	2021	46	38
Bueng Kan	non-BMR	2021	47	71
Bueng Kan	non-BMR	2021	48	117
Bueng Kan	non-BMR	2021	49	167
Bueng Kan	non-BMR	2021	50	114
Bueng Kan	non-BMR	2021	51	174
Bueng Kan	non-BMR	2021	52	60
Bueng Kan	non-BMR	2022	1	143
Bueng Kan	non-BMR	2022	2	125
Bueng Kan	non-BMR	2022	3	105
Bueng Kan	non-BMR	2022	4	67
Bueng Kan	non-BMR	2022	5	163
Bueng Kan	non-BMR	2022	6	357
Bueng Kan	non-BMR	2022	7	403
Bueng Kan	non-BMR	2022	8	431
Bueng Kan	non-BMR	2022	9	485
Bueng Kan	non-BMR	2022	10	663
Bueng Kan	non-BMR	2022	11	664
Bueng Kan	non-BMR	2022	12	808
Bueng Kan	non-BMR	2022	13	938
Bueng Kan	non-BMR	2022	14	1156
Bueng Kan	non-BMR	2022	15	910
Bueng Kan	non-BMR	2022	16	1038
Bueng Kan	non-BMR	2022	17	891
Buri Ram	non-BMR	2020	12	1
Buri Ram	non-BMR	2020	13	8
Buri Ram	non-BMR	2020	14	4
Buri Ram	non-BMR	2020	31	1
Buri Ram	non-BMR	2021	1	1
Buri Ram	non-BMR	2021	14	11
Buri Ram	non-BMR	2021	15	36
Buri Ram	non-BMR	2021	16	33
Buri Ram	non-BMR	2021	17	20
Buri Ram	non-BMR	2021	18	35
Buri Ram	non-BMR	2021	19	31
Buri Ram	non-BMR	2021	20	15
Buri Ram	non-BMR	2021	21	12
Buri Ram	non-BMR	2021	22	8
Buri Ram	non-BMR	2021	23	22
Buri Ram	non-BMR	2021	24	20
Buri Ram	non-BMR	2021	25	16
Buri Ram	non-BMR	2021	26	94
Buri Ram	non-BMR	2021	27	313
Buri Ram	non-BMR	2021	28	620
Buri Ram	non-BMR	2021	29	797
Buri Ram	non-BMR	2021	30	1329
Buri Ram	non-BMR	2021	31	2113
Buri Ram	non-BMR	2021	32	2142
Buri Ram	non-BMR	2021	33	2324
Buri Ram	non-BMR	2021	34	2579
Buri Ram	non-BMR	2021	35	1283
Buri Ram	non-BMR	2021	36	574
Buri Ram	non-BMR	2021	37	557
Buri Ram	non-BMR	2021	38	426
Buri Ram	non-BMR	2021	39	301
Buri Ram	non-BMR	2021	40	317
Buri Ram	non-BMR	2021	41	247
Buri Ram	non-BMR	2021	42	212
Buri Ram	non-BMR	2021	43	195
Buri Ram	non-BMR	2021	44	230
Buri Ram	non-BMR	2021	45	135
Buri Ram	non-BMR	2021	46	96
Buri Ram	non-BMR	2021	47	74
Buri Ram	non-BMR	2021	48	130
Buri Ram	non-BMR	2021	49	106
Buri Ram	non-BMR	2021	50	128
Buri Ram	non-BMR	2021	51	38
Buri Ram	non-BMR	2021	52	135
Buri Ram	non-BMR	2022	1	604
Buri Ram	non-BMR	2022	2	1039
Buri Ram	non-BMR	2022	3	813
Buri Ram	non-BMR	2022	4	687
Buri Ram	non-BMR	2022	5	648
Buri Ram	non-BMR	2022	6	1346
Buri Ram	non-BMR	2022	7	2309
Buri Ram	non-BMR	2022	8	3234
Buri Ram	non-BMR	2022	9	3577
Buri Ram	non-BMR	2022	10	3181
Buri Ram	non-BMR	2022	11	2888
Buri Ram	non-BMR	2022	12	3780
Buri Ram	non-BMR	2022	13	3854
Buri Ram	non-BMR	2022	14	3676
Buri Ram	non-BMR	2022	15	3500
Buri Ram	non-BMR	2022	16	3331
Buri Ram	non-BMR	2022	17	3114
Chachoengsao	non-BMR	2020	12	1
Chachoengsao	non-BMR	2020	13	10
Chachoengsao	non-BMR	2020	14	3
Chachoengsao	non-BMR	2020	15	3
Chachoengsao	non-BMR	2020	52	11
Chachoengsao	non-BMR	2020	53	2
Chachoengsao	non-BMR	2021	1	2
Chachoengsao	non-BMR	2021	2	12
Chachoengsao	non-BMR	2021	12	1
Chachoengsao	non-BMR	2021	14	9
Chachoengsao	non-BMR	2021	15	62
Chachoengsao	non-BMR	2021	16	120
Chachoengsao	non-BMR	2021	17	115
Chachoengsao	non-BMR	2021	18	135
Chachoengsao	non-BMR	2021	19	75
Chachoengsao	non-BMR	2021	20	151
Chachoengsao	non-BMR	2021	21	549
Chachoengsao	non-BMR	2021	22	1310
Chachoengsao	non-BMR	2021	23	709
Chachoengsao	non-BMR	2021	24	891
Chachoengsao	non-BMR	2021	25	447
Chachoengsao	non-BMR	2021	26	458
Chachoengsao	non-BMR	2021	27	1007
Chachoengsao	non-BMR	2021	28	1539
Chachoengsao	non-BMR	2021	29	2042
Chachoengsao	non-BMR	2021	30	3329
Chachoengsao	non-BMR	2021	31	3087
Chachoengsao	non-BMR	2021	32	2764
Chachoengsao	non-BMR	2021	33	3433
Chachoengsao	non-BMR	2021	34	2877
Chachoengsao	non-BMR	2021	35	1921
Chachoengsao	non-BMR	2021	36	1704
Chachoengsao	non-BMR	2021	37	1446
Chachoengsao	non-BMR	2021	38	1073
Chachoengsao	non-BMR	2021	39	919
Chachoengsao	non-BMR	2021	40	851
Chachoengsao	non-BMR	2021	41	685
Chachoengsao	non-BMR	2021	42	642
Chachoengsao	non-BMR	2021	43	631
Chachoengsao	non-BMR	2021	44	622
Chachoengsao	non-BMR	2021	45	589
Chachoengsao	non-BMR	2021	46	423
Chachoengsao	non-BMR	2021	47	420
Chachoengsao	non-BMR	2021	48	334
Chachoengsao	non-BMR	2021	49	282
Chachoengsao	non-BMR	2021	50	233
Chachoengsao	non-BMR	2021	51	276
Chachoengsao	non-BMR	2021	52	279
Chachoengsao	non-BMR	2022	1	407
Chachoengsao	non-BMR	2022	2	545
Chachoengsao	non-BMR	2022	3	591
Chachoengsao	non-BMR	2022	4	775
Chachoengsao	non-BMR	2022	5	780
Chachoengsao	non-BMR	2022	6	1243
Chachoengsao	non-BMR	2022	7	1977
Chachoengsao	non-BMR	2022	8	2483
Chachoengsao	non-BMR	2022	9	2889
Chachoengsao	non-BMR	2022	10	2948
Chachoengsao	non-BMR	2022	11	3581
Chachoengsao	non-BMR	2022	12	3799
Chachoengsao	non-BMR	2022	13	4238
Chachoengsao	non-BMR	2022	14	3880
Chachoengsao	non-BMR	2022	15	2856
Chachoengsao	non-BMR	2022	16	2843
Chachoengsao	non-BMR	2022	17	2008
Chai Nat	non-BMR	2020	52	6
Chai Nat	non-BMR	2020	53	1
Chai Nat	non-BMR	2021	1	1
Chai Nat	non-BMR	2021	8	3
Chai Nat	non-BMR	2021	15	4
Chai Nat	non-BMR	2021	16	5
Chai Nat	non-BMR	2021	17	25
Chai Nat	non-BMR	2021	18	41
Chai Nat	non-BMR	2021	19	2
Chai Nat	non-BMR	2021	20	2
Chai Nat	non-BMR	2021	21	2
Chai Nat	non-BMR	2021	22	6
Chai Nat	non-BMR	2021	23	1
Chai Nat	non-BMR	2021	24	4
Chai Nat	non-BMR	2021	25	14
Chai Nat	non-BMR	2021	26	27
Chai Nat	non-BMR	2021	27	72
Chai Nat	non-BMR	2021	28	123
Chai Nat	non-BMR	2021	29	155
Chai Nat	non-BMR	2021	30	279
Chai Nat	non-BMR	2021	31	401
Chai Nat	non-BMR	2021	32	332
Chai Nat	non-BMR	2021	33	204
Chai Nat	non-BMR	2021	34	168
Chai Nat	non-BMR	2021	35	126
Chai Nat	non-BMR	2021	36	119
Chai Nat	non-BMR	2021	37	90
Chai Nat	non-BMR	2021	38	58
Chai Nat	non-BMR	2021	39	37
Chai Nat	non-BMR	2021	40	20
Chai Nat	non-BMR	2021	41	26
Chai Nat	non-BMR	2021	42	16
Chai Nat	non-BMR	2021	43	92
Chai Nat	non-BMR	2021	44	100
Chai Nat	non-BMR	2021	45	56
Chai Nat	non-BMR	2021	46	68
Chai Nat	non-BMR	2021	47	69
Chai Nat	non-BMR	2021	48	49
Chai Nat	non-BMR	2021	49	66
Chai Nat	non-BMR	2021	50	27
Chai Nat	non-BMR	2021	51	54
Chai Nat	non-BMR	2021	52	19
Chai Nat	non-BMR	2022	1	106
Chai Nat	non-BMR	2022	2	91
Chai Nat	non-BMR	2022	3	114
Chai Nat	non-BMR	2022	4	95
Chai Nat	non-BMR	2022	5	139
Chai Nat	non-BMR	2022	6	374
Chai Nat	non-BMR	2022	7	398
Chai Nat	non-BMR	2022	8	422
Chai Nat	non-BMR	2022	9	472
Chai Nat	non-BMR	2022	10	213
Chai Nat	non-BMR	2022	11	231
Chai Nat	non-BMR	2022	12	150
Chai Nat	non-BMR	2022	13	216
Chai Nat	non-BMR	2022	14	233
Chai Nat	non-BMR	2022	15	214
Chai Nat	non-BMR	2022	16	279
Chai Nat	non-BMR	2022	17	176
Chaiyaphum	non-BMR	2020	13	2
Chaiyaphum	non-BMR	2020	15	1
Chaiyaphum	non-BMR	2020	52	7
Chaiyaphum	non-BMR	2021	2	1
Chaiyaphum	non-BMR	2021	14	7
Chaiyaphum	non-BMR	2021	15	16
Chaiyaphum	non-BMR	2021	16	31
Chaiyaphum	non-BMR	2021	17	76
Chaiyaphum	non-BMR	2021	18	20
Chaiyaphum	non-BMR	2021	19	96
Chaiyaphum	non-BMR	2021	20	29
Chaiyaphum	non-BMR	2021	21	27
Chaiyaphum	non-BMR	2021	22	8
Chaiyaphum	non-BMR	2021	23	7
Chaiyaphum	non-BMR	2021	24	18
Chaiyaphum	non-BMR	2021	25	52
Chaiyaphum	non-BMR	2021	26	100
Chaiyaphum	non-BMR	2021	27	286
Chaiyaphum	non-BMR	2021	28	411
Chaiyaphum	non-BMR	2021	29	754
Chaiyaphum	non-BMR	2021	30	1024
Chaiyaphum	non-BMR	2021	31	1559
Chaiyaphum	non-BMR	2021	32	1125
Chaiyaphum	non-BMR	2021	33	1218
Chaiyaphum	non-BMR	2021	34	794
Chaiyaphum	non-BMR	2021	35	497
Chaiyaphum	non-BMR	2021	36	208
Chaiyaphum	non-BMR	2021	37	1499
Chaiyaphum	non-BMR	2021	38	433
Chaiyaphum	non-BMR	2021	39	335
Chaiyaphum	non-BMR	2021	40	251
Chaiyaphum	non-BMR	2021	41	263
Chaiyaphum	non-BMR	2021	42	178
Chaiyaphum	non-BMR	2021	43	170
Chaiyaphum	non-BMR	2021	44	143
Chaiyaphum	non-BMR	2021	45	199
Chaiyaphum	non-BMR	2021	46	157
Chaiyaphum	non-BMR	2021	47	136
Chaiyaphum	non-BMR	2021	48	78
Chaiyaphum	non-BMR	2021	49	35
Chaiyaphum	non-BMR	2021	50	19
Chaiyaphum	non-BMR	2021	51	12
Chaiyaphum	non-BMR	2021	52	49
Chaiyaphum	non-BMR	2022	1	248
Chaiyaphum	non-BMR	2022	2	245
Chaiyaphum	non-BMR	2022	3	266
Chaiyaphum	non-BMR	2022	4	414
Chaiyaphum	non-BMR	2022	5	592
Chaiyaphum	non-BMR	2022	6	873
Chaiyaphum	non-BMR	2022	7	1293
Chaiyaphum	non-BMR	2022	8	2498
Chaiyaphum	non-BMR	2022	9	1770
Chaiyaphum	non-BMR	2022	10	1176
Chaiyaphum	non-BMR	2022	11	782
Chaiyaphum	non-BMR	2022	12	906
Chaiyaphum	non-BMR	2022	13	1098
Chaiyaphum	non-BMR	2022	14	1217
Chaiyaphum	non-BMR	2022	15	1366
Chaiyaphum	non-BMR	2022	16	1428
Chaiyaphum	non-BMR	2022	17	1146
Chanthaburi	non-BMR	2020	13	3
Chanthaburi	non-BMR	2020	53	54
Chanthaburi	non-BMR	2021	1	150
Chanthaburi	non-BMR	2021	2	12
Chanthaburi	non-BMR	2021	3	4
Chanthaburi	non-BMR	2021	4	1
Chanthaburi	non-BMR	2021	14	9
Chanthaburi	non-BMR	2021	15	33
Chanthaburi	non-BMR	2021	16	60
Chanthaburi	non-BMR	2021	17	131
Chanthaburi	non-BMR	2021	18	134
Chanthaburi	non-BMR	2021	19	244
Chanthaburi	non-BMR	2021	20	137
Chanthaburi	non-BMR	2021	21	69
Chanthaburi	non-BMR	2021	22	104
Chanthaburi	non-BMR	2021	23	135
Chanthaburi	non-BMR	2021	24	70
Chanthaburi	non-BMR	2021	25	112
Chanthaburi	non-BMR	2021	26	95
Chanthaburi	non-BMR	2021	27	139
Chanthaburi	non-BMR	2021	28	194
Chanthaburi	non-BMR	2021	29	319
Chanthaburi	non-BMR	2021	30	494
Chanthaburi	non-BMR	2021	31	421
Chanthaburi	non-BMR	2021	32	899
Chanthaburi	non-BMR	2021	33	920
Chanthaburi	non-BMR	2021	34	666
Chanthaburi	non-BMR	2021	35	851
Chanthaburi	non-BMR	2021	36	1082
Chanthaburi	non-BMR	2021	37	1219
Chanthaburi	non-BMR	2021	38	1540
Chanthaburi	non-BMR	2021	39	1616
Chanthaburi	non-BMR	2021	40	1991
Chanthaburi	non-BMR	2021	41	2011
Chanthaburi	non-BMR	2021	42	1535
Chanthaburi	non-BMR	2021	43	1423
Chanthaburi	non-BMR	2021	44	1047
Chanthaburi	non-BMR	2021	45	862
Chanthaburi	non-BMR	2021	46	680
Chanthaburi	non-BMR	2021	47	489
Chanthaburi	non-BMR	2021	48	371
Chanthaburi	non-BMR	2021	49	136
Chanthaburi	non-BMR	2021	50	102
Chanthaburi	non-BMR	2021	51	104
Chanthaburi	non-BMR	2021	52	91
Chanthaburi	non-BMR	2022	1	196
Chanthaburi	non-BMR	2022	2	385
Chanthaburi	non-BMR	2022	3	470
Chanthaburi	non-BMR	2022	4	398
Chanthaburi	non-BMR	2022	5	519
Chanthaburi	non-BMR	2022	6	760
Chanthaburi	non-BMR	2022	7	807
Chanthaburi	non-BMR	2022	8	1195
Chanthaburi	non-BMR	2022	9	1066
Chanthaburi	non-BMR	2022	10	1362
Chanthaburi	non-BMR	2022	11	1716
Chanthaburi	non-BMR	2022	12	1720
Chanthaburi	non-BMR	2022	13	1849
Chanthaburi	non-BMR	2022	14	1740
Chanthaburi	non-BMR	2022	15	1374
Chanthaburi	non-BMR	2022	16	1210
Chanthaburi	non-BMR	2022	17	935
Chiang Mai	non-BMR	2020	5	1
Chiang Mai	non-BMR	2020	12	6
Chiang Mai	non-BMR	2020	13	12
Chiang Mai	non-BMR	2020	14	17
Chiang Mai	non-BMR	2020	15	4
Chiang Mai	non-BMR	2020	20	1
Chiang Mai	non-BMR	2020	48	1
Chiang Mai	non-BMR	2020	49	3
Chiang Mai	non-BMR	2020	50	1
Chiang Mai	non-BMR	2020	53	1
Chiang Mai	non-BMR	2021	1	9
Chiang Mai	non-BMR	2021	2	11
Chiang Mai	non-BMR	2021	14	194
Chiang Mai	non-BMR	2021	15	1693
Chiang Mai	non-BMR	2021	16	1098
Chiang Mai	non-BMR	2021	17	578
Chiang Mai	non-BMR	2021	18	268
Chiang Mai	non-BMR	2021	19	127
Chiang Mai	non-BMR	2021	20	3995
Chiang Mai	non-BMR	2021	21	81
Chiang Mai	non-BMR	2021	22	312
Chiang Mai	non-BMR	2021	23	13
Chiang Mai	non-BMR	2021	24	9
Chiang Mai	non-BMR	2021	25	21
Chiang Mai	non-BMR	2021	26	38
Chiang Mai	non-BMR	2021	27	145
Chiang Mai	non-BMR	2021	28	301
Chiang Mai	non-BMR	2021	29	348
Chiang Mai	non-BMR	2021	30	500
Chiang Mai	non-BMR	2021	31	390
Chiang Mai	non-BMR	2021	32	385
Chiang Mai	non-BMR	2021	33	319
Chiang Mai	non-BMR	2021	34	214
Chiang Mai	non-BMR	2021	35	218
Chiang Mai	non-BMR	2021	36	224
Chiang Mai	non-BMR	2021	37	505
Chiang Mai	non-BMR	2021	38	459
Chiang Mai	non-BMR	2021	39	503
Chiang Mai	non-BMR	2021	40	722
Chiang Mai	non-BMR	2021	41	1673
Chiang Mai	non-BMR	2021	42	2293
Chiang Mai	non-BMR	2021	43	2612
Chiang Mai	non-BMR	2021	44	2793
Chiang Mai	non-BMR	2021	45	3068
Chiang Mai	non-BMR	2021	46	2512
Chiang Mai	non-BMR	2021	47	1746
Chiang Mai	non-BMR	2021	48	1317
Chiang Mai	non-BMR	2021	49	781
Chiang Mai	non-BMR	2021	50	480
Chiang Mai	non-BMR	2021	51	450
Chiang Mai	non-BMR	2021	52	451
Chiang Mai	non-BMR	2022	1	1422
Chiang Mai	non-BMR	2022	2	1441
Chiang Mai	non-BMR	2022	3	1075
Chiang Mai	non-BMR	2022	4	853
Chiang Mai	non-BMR	2022	5	1095
Chiang Mai	non-BMR	2022	6	1667
Chiang Mai	non-BMR	2022	7	1972
Chiang Mai	non-BMR	2022	8	2264
Chiang Mai	non-BMR	2022	9	2002
Chiang Mai	non-BMR	2022	10	2035
Chiang Mai	non-BMR	2022	11	2298
Chiang Mai	non-BMR	2022	12	3066
Chiang Mai	non-BMR	2022	13	2820
Chiang Mai	non-BMR	2022	14	2855
Chiang Mai	non-BMR	2022	15	2560
Chiang Mai	non-BMR	2022	16	1866
Chiang Mai	non-BMR	2022	17	981
Chiang Rai	non-BMR	2020	12	1
Chiang Rai	non-BMR	2020	13	5
Chiang Rai	non-BMR	2020	14	3
Chiang Rai	non-BMR	2020	49	11
Chiang Rai	non-BMR	2020	50	26
Chiang Rai	non-BMR	2020	51	22
Chiang Rai	non-BMR	2020	52	5
Chiang Rai	non-BMR	2021	3	1
Chiang Rai	non-BMR	2021	14	13
Chiang Rai	non-BMR	2021	15	110
Chiang Rai	non-BMR	2021	16	124
Chiang Rai	non-BMR	2021	17	125
Chiang Rai	non-BMR	2021	18	93
Chiang Rai	non-BMR	2021	19	45
Chiang Rai	non-BMR	2021	20	53
Chiang Rai	non-BMR	2021	21	72
Chiang Rai	non-BMR	2021	22	16
Chiang Rai	non-BMR	2021	23	7
Chiang Rai	non-BMR	2021	24	62
Chiang Rai	non-BMR	2021	25	205
Chiang Rai	non-BMR	2021	26	108
Chiang Rai	non-BMR	2021	27	99
Chiang Rai	non-BMR	2021	28	165
Chiang Rai	non-BMR	2021	29	204
Chiang Rai	non-BMR	2021	30	195
Chiang Rai	non-BMR	2021	31	313
Chiang Rai	non-BMR	2021	32	285
Chiang Rai	non-BMR	2021	33	299
Chiang Rai	non-BMR	2021	34	259
Chiang Rai	non-BMR	2021	35	204
Chiang Rai	non-BMR	2021	36	147
Chiang Rai	non-BMR	2021	37	126
Chiang Rai	non-BMR	2021	38	180
Chiang Rai	non-BMR	2021	39	195
Chiang Rai	non-BMR	2021	40	149
Chiang Rai	non-BMR	2021	41	190
Chiang Rai	non-BMR	2021	42	163
Chiang Rai	non-BMR	2021	43	161
Chiang Rai	non-BMR	2021	44	242
Chiang Rai	non-BMR	2021	45	250
Chiang Rai	non-BMR	2021	46	246
Chiang Rai	non-BMR	2021	47	253
Chiang Rai	non-BMR	2021	48	206
Chiang Rai	non-BMR	2021	49	123
Chiang Rai	non-BMR	2021	50	81
Chiang Rai	non-BMR	2021	51	104
Chiang Rai	non-BMR	2021	52	103
Chiang Rai	non-BMR	2022	1	154
Chiang Rai	non-BMR	2022	2	327
Chiang Rai	non-BMR	2022	3	221
Chiang Rai	non-BMR	2022	4	176
Chiang Rai	non-BMR	2022	5	169
Chiang Rai	non-BMR	2022	6	289
Chiang Rai	non-BMR	2022	7	339
Chiang Rai	non-BMR	2022	8	495
Chiang Rai	non-BMR	2022	9	432
Chiang Rai	non-BMR	2022	10	407
Chiang Rai	non-BMR	2022	11	269
Chiang Rai	non-BMR	2022	12	197
Chiang Rai	non-BMR	2022	13	209
Chiang Rai	non-BMR	2022	14	231
Chiang Rai	non-BMR	2022	15	249
Chiang Rai	non-BMR	2022	16	250
Chiang Rai	non-BMR	2022	17	162
Chon Buri	non-BMR	2020	6	1
Chon Buri	non-BMR	2020	10	2
Chon Buri	non-BMR	2020	12	3
Chon Buri	non-BMR	2020	13	33
Chon Buri	non-BMR	2020	14	19
Chon Buri	non-BMR	2020	15	20
Chon Buri	non-BMR	2020	16	3
Chon Buri	non-BMR	2020	17	9
Chon Buri	non-BMR	2020	18	1
Chon Buri	non-BMR	2020	20	9
Chon Buri	non-BMR	2020	21	6
Chon Buri	non-BMR	2020	22	4
Chon Buri	non-BMR	2020	23	4
Chon Buri	non-BMR	2020	24	6
Chon Buri	non-BMR	2020	25	2
Chon Buri	non-BMR	2020	26	10
